DATE_OF_DATA_POINT,LAG_DATA,ACTUAL_VALUE_HORIZON,PREDICTED_VALUE_HORIZON,MAPE_OF_THIS_DATA_POINT,DENORM_ACTUAL_VALUE_HORIZON,DENORM_PREDICTED_VALUE_HORIZON,DENORM_MAPE_OF_THIS_DATA_POINT
2020-03-04 21:00:00+00:00,"[np.float64(0.6706775816155439), np.float64(0.6267876516421738), np.float64(0.5978893381990333), np.float64(0.5771772364138474), np.float64(0.5625801361080973), np.float64(0.5518295689910246), np.float64(0.566328040240655), np.float64(0.6394121708255252), np.float64(0.751553407633889), np.float64(0.8273991517901174), np.float64(0.8511687543150213), np.float64(0.8384456060755499), np.float64(0.8403195581418286), np.float64(0.8377552026827102), np.float64(0.8288785876319162), np.float64(0.8230594733208403), np.float64(0.8066870500049315), np.float64(0.8030377749284938), np.float64(0.8023473715356544), np.float64(0.8286813295196764), np.float64(0.8618206923759739), np.float64(0.8326264917644737), np.float64(0.7718709931945951), np.float64(0.7076634776605188)]","[0.6868527468192129, 0.6357628957490877, 0.5994674030969522, 0.5784594141434065, 0.57342933228129, 0.563369168557057]","[0.675938, 0.6422616, 0.6090869, 0.5823556, 0.5658248, 0.5584872]",1.180370781404973,"[7628.000000000001, 7110.000000000002, 6742.0, 6528.999999999999, 6478.0, 6376.000000000002]","[7517.335382, 7175.8903623999995, 6839.5320790999995, 6568.503428399999, 6400.8976471999995, 6326.501720799999]",1.0659527688005548
2020-03-04 22:00:00+00:00,"[np.float64(0.6267876516421738), np.float64(0.5978893381990333), np.float64(0.5771772364138474), np.float64(0.5625801361080973), np.float64(0.5518295689910246), np.float64(0.566328040240655), np.float64(0.6394121708255252), np.float64(0.751553407633889), np.float64(0.8273991517901174), np.float64(0.8511687543150213), np.float64(0.8384456060755499), np.float64(0.8403195581418286), np.float64(0.8377552026827102), np.float64(0.8288785876319162), np.float64(0.8230594733208403), np.float64(0.8066870500049315), np.float64(0.8030377749284938), np.float64(0.8023473715356544), np.float64(0.8286813295196764), np.float64(0.8618206923759739), np.float64(0.8326264917644737), np.float64(0.7718709931945951), np.float64(0.7076634776605188), np.float64(0.6868527468192129)]","[0.6357628957490877, 0.5994674030969522, 0.5784594141434065, 0.57342933228129, 0.563369168557057, 0.5826018345004438]","[0.6453906, 0.6105927, 0.5855437, 0.5677655, 0.5534021, 0.566209]",1.694255676422897,"[7110.000000000002, 6742.0, 6528.999999999999, 6478.0, 6376.000000000002, 6571.0]","[7207.615293400001, 6854.799385300001, 6600.8275742999995, 6420.5744045, 6274.943891900001, 6404.793051000001]",1.5244938781078894
2020-03-04 23:00:00+00:00,"[np.float64(0.5978893381990333), np.float64(0.5771772364138474), np.float64(0.5625801361080973), np.float64(0.5518295689910246), np.float64(0.566328040240655), np.float64(0.6394121708255252), np.float64(0.751553407633889), np.float64(0.8273991517901174), np.float64(0.8511687543150213), np.float64(0.8384456060755499), np.float64(0.8403195581418286), np.float64(0.8377552026827102), np.float64(0.8288785876319162), np.float64(0.8230594733208403), np.float64(0.8066870500049315), np.float64(0.8030377749284938), np.float64(0.8023473715356544), np.float64(0.8286813295196764), np.float64(0.8618206923759739), np.float64(0.8326264917644737), np.float64(0.7718709931945951), np.float64(0.7076634776605188), np.float64(0.6868527468192129), np.float64(0.6357628957490877)]","[0.5994674030969522, 0.5784594141434065, 0.57342933228129, 0.563369168557057, 0.5826018345004438, 0.6569681428148733]","[0.60252684, 0.5781228, 0.56182694, 0.55039287, 0.55958253, 0.6189311]",2.439354750339729,"[6742.0, 6528.999999999999, 6478.0, 6376.000000000002, 6571.0, 7325.000000000001]","[6773.01963076, 6525.587069200002, 6360.363344660001, 6244.433308930002, 6337.60727167, 6939.3424229]",2.20143121293823
2020-03-05 00:00:00+00:00,"[np.float64(0.5771772364138474), np.float64(0.5625801361080973), np.float64(0.5518295689910246), np.float64(0.566328040240655), np.float64(0.6394121708255252), np.float64(0.751553407633889), np.float64(0.8273991517901174), np.float64(0.8511687543150213), np.float64(0.8384456060755499), np.float64(0.8403195581418286), np.float64(0.8377552026827102), np.float64(0.8288785876319162), np.float64(0.8230594733208403), np.float64(0.8066870500049315), np.float64(0.8030377749284938), np.float64(0.8023473715356544), np.float64(0.8286813295196764), np.float64(0.8618206923759739), np.float64(0.8326264917644737), np.float64(0.7718709931945951), np.float64(0.7076634776605188), np.float64(0.6868527468192129), np.float64(0.6357628957490877), np.float64(0.5994674030969522)]","[0.5784594141434065, 0.57342933228129, 0.563369168557057, 0.5826018345004438, 0.6569681428148733, 0.7668409113324786]","[0.5736462, 0.5551133, 0.54416037, 0.5620284, 0.62745863, 0.7270109]",3.442156111204169,"[6528.999999999999, 6478.0, 6376.000000000002, 6571.0, 7325.000000000001, 8439.000000000002]","[6480.198821800001, 6292.2937487, 6181.241991430001, 6362.405947600001, 7025.803049570001, 8035.163515100001]",3.118857804563428
2020-03-05 01:00:00+00:00,"[np.float64(0.5625801361080973), np.float64(0.5518295689910246), np.float64(0.566328040240655), np.float64(0.6394121708255252), np.float64(0.751553407633889), np.float64(0.8273991517901174), np.float64(0.8511687543150213), np.float64(0.8384456060755499), np.float64(0.8403195581418286), np.float64(0.8377552026827102), np.float64(0.8288785876319162), np.float64(0.8230594733208403), np.float64(0.8066870500049315), np.float64(0.8030377749284938), np.float64(0.8023473715356544), np.float64(0.8286813295196764), np.float64(0.8618206923759739), np.float64(0.8326264917644737), np.float64(0.7718709931945951), np.float64(0.7076634776605188), np.float64(0.6868527468192129), np.float64(0.6357628957490877), np.float64(0.5994674030969522), np.float64(0.5784594141434065)]","[0.57342933228129, 0.563369168557057, 0.5826018345004438, 0.6569681428148733, 0.7668409113324786, 0.8322319755399941]","[0.56735224, 0.5599047, 0.5771916, 0.6493037, 0.75443685, 0.8361063]",0.9755170377119896,"[6478.0, 6376.000000000002, 6571.0, 7325.000000000001, 8439.000000000002, 9102.0]","[6416.38436136, 6340.8737533, 6516.1456324, 7247.2902143, 8313.235222150002, 9141.281775700001]",0.8865997621826485
2020-03-05 02:00:00+00:00,"[np.float64(0.5518295689910246), np.float64(0.566328040240655), np.float64(0.6394121708255252), np.float64(0.751553407633889), np.float64(0.8273991517901174), np.float64(0.8511687543150213), np.float64(0.8384456060755499), np.float64(0.8403195581418286), np.float64(0.8377552026827102), np.float64(0.8288785876319162), np.float64(0.8230594733208403), np.float64(0.8066870500049315), np.float64(0.8030377749284938), np.float64(0.8023473715356544), np.float64(0.8286813295196764), np.float64(0.8618206923759739), np.float64(0.8326264917644737), np.float64(0.7718709931945951), np.float64(0.7076634776605188), np.float64(0.6868527468192129), np.float64(0.6357628957490877), np.float64(0.5994674030969522), np.float64(0.5784594141434065), np.float64(0.57342933228129)]","[0.563369168557057, 0.5826018345004438, 0.6569681428148733, 0.7668409113324786, 0.8322319755399941, 0.8419962520958675]","[0.5699568, 0.5933827, 0.6657404, 0.76981074, 0.84455675, 0.8671033]",1.5341851292492554,"[6376.000000000002, 6571.0, 7325.000000000001, 8439.000000000002, 9102.0, 9201.000000000002]","[6442.7919952, 6680.307195300002, 7413.941915600001, 8469.111092860001, 9226.960888250002, 9455.5603587]",1.4036032532122011
2020-03-05 03:00:00+00:00,"[np.float64(0.566328040240655), np.float64(0.6394121708255252), np.float64(0.751553407633889), np.float64(0.8273991517901174), np.float64(0.8511687543150213), np.float64(0.8384456060755499), np.float64(0.8403195581418286), np.float64(0.8377552026827102), np.float64(0.8288785876319162), np.float64(0.8230594733208403), np.float64(0.8066870500049315), np.float64(0.8030377749284938), np.float64(0.8023473715356544), np.float64(0.8286813295196764), np.float64(0.8618206923759739), np.float64(0.8326264917644737), np.float64(0.7718709931945951), np.float64(0.7076634776605188), np.float64(0.6868527468192129), np.float64(0.6357628957490877), np.float64(0.5994674030969522), np.float64(0.5784594141434065), np.float64(0.57342933228129), np.float64(0.563369168557057)]","[0.5826018345004438, 0.6569681428148733, 0.7668409113324786, 0.8322319755399941, 0.8419962520958675, 0.8232567314330801]","[0.59475845, 0.66704637, 0.76804984, 0.8430346, 0.8617088, 0.8597073]",1.9741864680143584,"[6571.0, 7325.000000000001, 8439.000000000002, 9102.0, 9201.000000000002, 9011.0]","[6694.2559245500015, 7427.183145430001, 8451.25732776, 9211.5278094, 9400.8655232, 9380.5723147]",1.8154822132797277
2020-03-05 04:00:00+00:00,"[np.float64(0.6394121708255252), np.float64(0.751553407633889), np.float64(0.8273991517901174), np.float64(0.8511687543150213), np.float64(0.8384456060755499), np.float64(0.8403195581418286), np.float64(0.8377552026827102), np.float64(0.8288785876319162), np.float64(0.8230594733208403), np.float64(0.8066870500049315), np.float64(0.8030377749284938), np.float64(0.8023473715356544), np.float64(0.8286813295196764), np.float64(0.8618206923759739), np.float64(0.8326264917644737), np.float64(0.7718709931945951), np.float64(0.7076634776605188), np.float64(0.6868527468192129), np.float64(0.6357628957490877), np.float64(0.5994674030969522), np.float64(0.5784594141434065), np.float64(0.57342933228129), np.float64(0.563369168557057), np.float64(0.5826018345004438)]","[0.6569681428148733, 0.7668409113324786, 0.8322319755399941, 0.8419962520958675, 0.8232567314330801, 0.816056810336325]","[0.6636487, 0.76640815, 0.8322092, 0.8513143, 0.85327643, 0.85651714]",1.7978659357377758,"[7325.000000000001, 8439.000000000002, 9102.0, 9201.000000000002, 9011.0, 8938.0]","[7392.734169300001, 8434.61223285, 9101.7690788, 9295.4756877, 9315.369723770002, 9348.22728246]",1.6622473082207716
2020-03-05 05:00:00+00:00,"[np.float64(0.751553407633889), np.float64(0.8273991517901174), np.float64(0.8511687543150213), np.float64(0.8384456060755499), np.float64(0.8403195581418286), np.float64(0.8377552026827102), np.float64(0.8288785876319162), np.float64(0.8230594733208403), np.float64(0.8066870500049315), np.float64(0.8030377749284938), np.float64(0.8023473715356544), np.float64(0.8286813295196764), np.float64(0.8618206923759739), np.float64(0.8326264917644737), np.float64(0.7718709931945951), np.float64(0.7076634776605188), np.float64(0.6868527468192129), np.float64(0.6357628957490877), np.float64(0.5994674030969522), np.float64(0.5784594141434065), np.float64(0.57342933228129), np.float64(0.563369168557057), np.float64(0.5826018345004438), np.float64(0.6569681428148733)]","[0.7668409113324786, 0.8322319755399941, 0.8419962520958675, 0.8232567314330801, 0.816056810336325, 0.8165499556169247]","[0.76593924, 0.84613377, 0.8549696, 0.8485298, 0.851062, 0.8462638]",2.3878650179171133,"[8439.000000000002, 9102.0, 9201.000000000002, 9011.0, 8938.0, 8943.0]","[8429.85795436, 9242.95029403, 9332.536774400001, 9267.2436422, 9292.917618000001, 9244.2686682]",2.2116353764593657
2020-03-05 06:00:00+00:00,"[np.float64(0.8273991517901174), np.float64(0.8511687543150213), np.float64(0.8384456060755499), np.float64(0.8403195581418286), np.float64(0.8377552026827102), np.float64(0.8288785876319162), np.float64(0.8230594733208403), np.float64(0.8066870500049315), np.float64(0.8030377749284938), np.float64(0.8023473715356544), np.float64(0.8286813295196764), np.float64(0.8618206923759739), np.float64(0.8326264917644737), np.float64(0.7718709931945951), np.float64(0.7076634776605188), np.float64(0.6868527468192129), np.float64(0.6357628957490877), np.float64(0.5994674030969522), np.float64(0.5784594141434065), np.float64(0.57342933228129), np.float64(0.563369168557057), np.float64(0.5826018345004438), np.float64(0.6569681428148733), np.float64(0.7668409113324786)]","[0.8322319755399941, 0.8419962520958675, 0.8232567314330801, 0.816056810336325, 0.8165499556169247, 0.7971200315612978]","[0.84708184, 0.87061554, 0.8664895, 0.8645781, 0.8524153, 0.8313233]",4.177291397434519,"[9102.0, 9201.000000000002, 9011.0, 8938.0, 8943.0, 8746.0]","[9252.562775760001, 9491.17096006, 9449.3370405, 9429.9573559, 9306.6387267, 9092.786938700001]",3.8679521123604794
