AT_load_actual_entsoe_transparency,temperature_2m (°C),rain (mm),relative_humidity_2m (%),sunshine_duration (s),Hour,DayOfWeek,Month,Is_Weekend,Hour_sin,Hour_cos,Month_sin,Month_cos,Is_Holiday,Load_Lag_1h,Load_Lag_24h,Load_Lag_168h,Load_Rolling_Mean_24h,Temp_Rolling_Mean_24h
8889.0,-6.0,0.0,70,3600.0,11,4,2,0,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0,9334.0,8960.0,7130.0,7852.125,-8.166666666666666
8714.0,-5.4,0.0,70,3600.0,12,4,2,0,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0,8889.0,8904.0,7140.0,7849.166666666667,-8.170833333333333
8593.0,-5.1,0.0,68,2737.44,13,4,2,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0,8714.0,8675.0,7009.0,7841.25,-8.1875
8303.0,-5.5,0.0,73,758.24,14,4,2,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0,8593.0,7989.0,7200.0,7837.833333333333,-8.220833333333333
8054.0,-6.1,0.0,77,0.0,15,4,2,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0,8303.0,8066.0,7370.0,7850.916666666667,-8.279166666666667
8868.0,-7.0,0.0,85,0.0,16,4,2,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,8054.0,8614.0,7216.0,7850.416666666667,-8.316666666666666
8884.0,-7.7,0.0,88,0.0,17,4,2,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0,8868.0,8996.0,6898.0,7861.0,-8.3375
8360.0,-8.1,0.0,90,0.0,18,4,2,0,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,0,8884.0,8311.0,6375.0,7856.333333333333,-8.354166666666666
7779.0,-9.4,0.0,92,0.0,19,4,2,0,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0,8360.0,7631.0,6400.0,7858.375,-8.375
7103.0,-9.4,0.0,94,0.0,20,4,2,0,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,7779.0,7333.0,5538.0,7864.541666666667,-8.429166666666665
7063.0,-9.8,0.0,93,0.0,21,4,2,0,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,0,7103.0,7185.0,5701.0,7854.958333333333,-8.466666666666667
6720.0,-10.3,0.0,93,0.0,22,4,2,0,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,0,7063.0,6418.0,5258.0,7849.875,-8.504166666666666
6993.0,-10.8,0.0,92,0.0,23,4,2,0,-0.25881904510252157,0.9659258262890681,0.8660254037844386,0.5000000000000001,0,6720.0,6792.0,5800.0,7862.458333333333,-8.549999999999999
6692.0,-11.2,0.0,92,0.0,0,5,2,1,0.0,1.0,0.8660254037844386,0.5000000000000001,0,6993.0,6214.0,5770.0,7870.833333333333,-8.6
6509.0,-11.8,0.0,91,0.0,1,5,2,1,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,0,6692.0,5780.0,5663.0,7890.75,-8.6625
6218.0,-12.4,0.0,91,0.0,2,5,2,1,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0,6509.0,5609.0,5513.0,7921.125,-8.737499999999999
6190.0,-12.8,0.0,90,0.0,3,5,2,1,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,0,6218.0,5679.0,5768.0,7946.5,-8.829166666666667
6401.0,-12.9,0.0,88,0.0,4,5,2,1,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,6190.0,6344.0,5898.0,7967.791666666667,-8.924999999999999
6667.0,-12.8,0.0,85,0.0,5,5,2,1,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,0,6401.0,7632.0,5949.0,7970.166666666667,-9.033333333333333
7351.0,-13.4,0.0,83,0.0,6,5,2,1,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0,6667.0,9137.0,6680.0,7929.958333333333,-9.133333333333335
7943.0,-14.6,0.0,89,589.16,7,5,2,1,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0,7351.0,9591.0,6701.0,7855.541666666667,-9.254166666666668
8199.0,-13.4,0.0,87,3600.0,8,5,2,1,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,7943.0,9633.0,6663.0,7786.875,-9.441666666666666
8334.0,-8.7,0.0,67,3600.0,9,5,2,1,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,0,8199.0,9624.0,6034.0,7727.125,-9.616666666666667
8355.0,-5.2,0.0,56,3600.0,10,5,2,1,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0,8334.0,9334.0,6038.0,7673.375,-9.666666666666666
8211.0,-3.4,0.0,49,3600.0,11,5,2,1,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0,8355.0,8889.0,6452.0,7632.583333333333,-9.575
8047.0,-3.4,0.0,51,3600.0,12,5,2,1,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0,8211.0,8714.0,6567.0,7604.333333333333,-9.466666666666667
7814.0,-1.9,0.0,47,3600.0,13,5,2,1,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0,8047.0,8593.0,6233.0,7576.541666666667,-9.383333333333333
7845.0,-1.8,0.0,48,3600.0,14,5,2,1,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0,7814.0,8303.0,6443.0,7544.083333333333,-9.25
7908.0,-5.2,0.0,67,3600.0,15,5,2,1,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0,7845.0,8054.0,6465.0,7525.0,-9.095833333333333
8300.0,-7.2,0.0,72,3600.0,16,5,2,1,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,7908.0,8868.0,7010.0,7518.916666666667,-9.058333333333334
8491.0,-6.3,0.0,71,0.0,17,5,2,1,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0,8300.0,8884.0,6654.0,7495.25,-9.066666666666666
7902.0,-6.5,0.0,73,0.0,18,5,2,1,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,0,8491.0,8360.0,6508.0,7478.875,-9.008333333333335
7570.0,-7.7,0.0,72,0.0,19,5,2,1,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0,7902.0,7779.0,6361.0,7459.791666666667,-8.941666666666666
7189.0,-8.3,0.0,73,0.0,20,5,2,1,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,7570.0,7103.0,6405.0,7451.083333333333,-8.870833333333334
7296.0,-8.8,0.0,73,0.0,21,5,2,1,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,0,7189.0,7063.0,6125.0,7454.666666666667,-8.825000000000001
6928.0,-10.0,0.0,74,0.0,22,5,2,1,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,0,7296.0,6720.0,5697.0,7464.375,-8.783333333333333
6475.0,-10.2,0.0,72,0.0,23,5,2,1,-0.25881904510252157,0.9659258262890681,0.8660254037844386,0.5000000000000001,0,6928.0,6993.0,6396.0,7473.041666666667,-8.770833333333334
6095.0,-10.3,0.0,69,0.0,0,6,2,1,0.0,1.0,0.8660254037844386,0.5000000000000001,0,6475.0,6692.0,6241.0,7451.458333333333,-8.745833333333334
5980.0,-9.4,0.0,67,0.0,1,6,2,1,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,0,6095.0,6509.0,6126.0,7426.583333333333,-8.708333333333334
5876.0,-9.6,0.0,66,0.0,2,6,2,1,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0,5980.0,6218.0,5983.0,7404.541666666667,-8.608333333333333
5786.0,-10.5,0.0,70,0.0,3,6,2,1,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,0,5876.0,6190.0,5966.0,7390.291666666667,-8.491666666666667
5864.0,-10.9,0.0,76,0.0,4,6,2,1,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,5786.0,6401.0,6004.0,7373.458333333333,-8.395833333333334
6053.0,-10.7,0.0,79,0.0,5,6,2,1,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,0,5864.0,6667.0,6076.0,7351.083333333333,-8.3125
6608.0,-10.6,0.0,83,0.0,6,6,2,1,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0,6053.0,7351.0,6485.0,7325.5,-8.225
6792.0,-9.9,0.0,85,0.0,7,6,2,1,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0,6608.0,7943.0,6888.0,7294.541666666667,-8.108333333333333
7316.0,-9.4,0.0,87,283.34,8,6,2,1,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,6792.0,8199.0,7342.0,7246.583333333333,-7.9125000000000005
7694.0,-8.5,0.0,87,377.7,9,6,2,1,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,0,7316.0,8334.0,7590.0,7209.791666666667,-7.745833333333333
7967.0,-7.8,0.0,86,1374.27,10,6,2,1,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0,7694.0,8355.0,7721.0,7183.125,-7.7375
7694.0,-7.7,0.0,88,0.0,11,6,2,1,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0,7967.0,8211.0,7495.0,7166.958333333333,-7.845833333333332
7539.0,-7.9,0.0,88,539.1,12,6,2,1,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0,7694.0,8047.0,7271.0,7145.416666666667,-8.025
7263.0,-7.8,0.0,88,141.31,13,6,2,1,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0,7539.0,7814.0,7107.0,7124.25,-8.2125
7085.0,-7.9,0.0,85,1272.83,14,6,2,1,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0,7263.0,7845.0,6959.0,7101.291666666667,-8.458333333333334
7113.0,-8.6,0.0,83,0.0,15,6,2,1,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0,7085.0,7908.0,7106.0,7069.625,-8.7125
7442.0,-9.6,0.0,80,854.71,16,6,2,1,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,7113.0,8300.0,7520.0,7036.5,-8.854166666666666
7589.0,-10.2,0.1,82,0.0,17,6,2,1,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0,7442.0,8491.0,7786.0,7000.75,-8.954166666666667
7585.0,-10.8,0.0,85,0.0,18,6,2,1,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,0,7589.0,7902.0,7762.0,6963.166666666667,-9.116666666666665
7362.0,-10.5,0.0,87,0.0,19,6,2,1,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0,7585.0,7570.0,7536.0,6949.958333333333,-9.295833333333333
7043.0,-10.5,0.0,86,0.0,20,6,2,1,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,7362.0,7189.0,7188.0,6941.291666666667,-9.4125
7288.0,-10.5,0.0,87,0.0,21,6,2,1,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,0,7043.0,7296.0,7266.0,6935.208333333333,-9.504166666666666
6940.0,-10.7,0.0,88,0.0,22,6,2,1,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,0,7288.0,6928.0,6932.0,6934.875,-9.575
6782.0,-10.8,0.0,88,0.0,23,6,2,1,-0.25881904510252157,0.9659258262890681,0.8660254037844386,0.5000000000000001,0,6940.0,6475.0,6873.0,6935.375,-9.604166666666666
6413.0,-11.1,0.0,88,0.0,0,0,2,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,6782.0,6095.0,6551.0,6948.166666666667,-9.629166666666666
6221.0,-11.4,0.0,89,0.0,1,0,2,0,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,0,6413.0,5980.0,6460.0,6961.416666666667,-9.6625
6098.0,-11.5,0.0,88,0.0,2,0,2,0,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0,6221.0,5876.0,6485.0,6971.458333333333,-9.745833333333334
6226.0,-11.8,0.0,87,0.0,3,0,2,0,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,0,6098.0,5786.0,6738.0,6980.708333333333,-9.825
6966.0,-11.7,0.0,87,0.0,4,0,2,0,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,6226.0,5864.0,7428.0,6999.041666666667,-9.879166666666666
8122.0,-11.5,0.0,87,0.0,5,0,2,0,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,0,6966.0,6053.0,8100.0,7044.958333333333,-9.9125
9121.0,-11.7,0.0,86,0.0,6,0,2,0,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0,8122.0,6608.0,8930.0,7131.166666666667,-9.945833333333333
9508.0,-11.0,0.0,87,0.0,7,0,2,0,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0,9121.0,6792.0,9356.0,7235.875,-9.991666666666665
9662.0,-10.3,0.0,85,1151.05,8,0,2,0,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,9508.0,7316.0,9490.0,7349.041666666667,-10.0375
9746.0,-9.2,0.0,80,3204.01,9,0,2,0,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,0,9662.0,7694.0,9676.0,7446.791666666667,-10.075
9717.0,-8.1,0.0,77,2790.32,10,0,2,0,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0,9746.0,7967.0,9721.0,7532.291666666667,-10.104166666666666
9527.0,-7.4,0.0,78,1059.97,11,0,2,0,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0,9717.0,7694.0,9579.0,7605.208333333333,-10.116666666666667
9619.0,-7.1,0.0,81,1029.42,12,0,2,0,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0,9527.0,7539.0,9566.0,7681.583333333333,-10.104166666666666
9547.0,-6.9,0.0,83,1491.42,13,0,2,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0,9619.0,7263.0,9505.0,7768.25,-10.070833333333335
9247.0,-6.6,0.0,85,905.22,14,0,2,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0,9547.0,7085.0,9288.0,7863.416666666667,-10.033333333333333
9255.0,-6.7,0.0,88,1354.42,15,0,2,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0,9247.0,7113.0,9165.0,7953.5,-9.979166666666666
9660.0,-6.8,0.0,91,243.95,16,0,2,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,9255.0,7442.0,9318.0,8042.75,-9.9
9788.0,-7.1,0.0,93,0.0,17,0,2,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0,9660.0,7589.0,9421.0,8135.166666666667,-9.783333333333333
9412.0,-7.2,0.0,93,0.0,18,0,2,0,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,0,9788.0,7585.0,8802.0,8226.791666666666,-9.654166666666667
8670.0,-6.9,0.0,94,0.0,19,0,2,0,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0,9412.0,7362.0,8495.0,8302.916666666666,-9.504166666666666
8154.0,-6.8,0.0,94,0.0,20,0,2,0,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,8670.0,7043.0,8208.0,8357.416666666666,-9.354166666666666
8060.0,-6.9,0.0,94,0.0,21,0,2,0,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,0,8154.0,7288.0,8211.0,8403.708333333334,-9.200000000000001
7617.0,-7.2,0.0,94,0.0,22,0,2,0,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,0,8060.0,6940.0,7880.0,8435.875,-9.049999999999999
7004.0,-7.2,0.0,94,0.0,23,0,2,0,-0.25881904510252157,0.9659258262890681,0.8660254037844386,0.5000000000000001,0,7617.0,6782.0,7536.0,8464.083333333334,-8.904166666666667
6766.0,-7.1,0.0,93,0.0,0,1,2,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,7004.0,6413.0,7175.0,8473.333333333334,-8.754166666666666
6624.0,-7.3,0.0,93,0.0,1,1,2,0,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,0,6766.0,6221.0,7037.0,8488.041666666666,-8.5875
6465.0,-7.4,0.0,93,0.0,2,1,2,0,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0,6624.0,6098.0,6931.0,8504.833333333334,-8.416666666666666
6576.0,-7.5,0.0,93,0.0,3,1,2,0,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,0,6465.0,6226.0,6836.0,8520.125,-8.245833333333334
7222.0,-7.5,0.0,93,0.0,4,1,2,0,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,6576.0,6966.0,7467.0,8534.708333333334,-8.066666666666666
8186.0,-7.2,0.0,92,0.0,5,1,2,0,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,0,7222.0,8122.0,8413.0,8545.375,-7.891666666666667
9102.0,-6.9,0.0,92,0.0,6,1,2,0,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0,8186.0,9121.0,9145.0,8548.041666666666,-7.7124999999999995
9371.0,-6.1,0.0,91,73.77,7,1,2,0,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0,9102.0,9508.0,9228.0,8547.25,-7.512499999999999
9516.0,-5.3,0.0,87,3229.45,8,1,2,0,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,9371.0,9662.0,9214.0,8541.541666666666,-7.308333333333333
9565.0,-4.1,0.0,81,3600.0,9,1,2,0,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,0,9516.0,9746.0,9249.0,8535.458333333334,-7.1000000000000005
9410.0,-4.0,0.0,81,3600.0,10,1,2,0,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0,9565.0,9717.0,9378.0,8527.916666666666,-6.887499999999999
9516.0,-2.6,0.0,77,3600.0,11,1,2,0,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0,9410.0,9527.0,9230.0,8515.125,-6.716666666666666
9327.0,-1.6,0.0,73,3600.0,12,1,2,0,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0,9516.0,9619.0,9089.0,8514.666666666666,-6.516666666666666
9100.0,-1.2,0.0,72,3600.0,13,1,2,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0,9327.0,9547.0,9237.0,8502.5,-6.287499999999999
8942.0,-1.3,0.0,74,3600.0,14,1,2,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0,9100.0,9247.0,9012.0,8483.875,-6.05
9017.0,-2.1,0.0,78,3600.0,15,1,2,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0,8942.0,9255.0,8908.0,8471.166666666666,-5.829166666666666
9309.0,-1.9,0.0,77,3600.0,16,1,2,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,9017.0,9660.0,9429.0,8461.25,-5.6375
9378.0,-1.7,0.0,79,0.0,17,1,2,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0,9309.0,9788.0,9309.0,8446.625,-5.433333333333333
8963.0,-2.0,0.0,81,0.0,18,1,2,0,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,0,9378.0,9412.0,8749.0,8429.541666666666,-5.208333333333333
8308.0,-2.2,0.0,81,0.0,19,1,2,0,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0,8963.0,8670.0,8301.0,8410.833333333334,-4.991666666666666
7707.0,-2.9,0.0,82,0.0,20,1,2,0,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,8308.0,8154.0,7749.0,8395.75,-4.795833333333333
7761.0,-3.5,0.0,82,0.0,21,1,2,0,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,0,7707.0,8060.0,7857.0,8377.125,-4.633333333333333
7269.0,-3.8,0.0,81,0.0,22,1,2,0,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,0,7761.0,7617.0,7235.0,8364.666666666666,-4.491666666666666
6954.0,-4.3,0.0,81,0.0,23,1,2,0,-0.25881904510252157,0.9659258262890681,0.8660254037844386,0.5000000000000001,0,7269.0,7004.0,7065.0,8350.166666666666,-4.35
6722.0,-5.1,0.0,81,0.0,0,2,2,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,6954.0,6766.0,7083.0,8348.083333333334,-4.229166666666667
6627.0,-5.5,0.0,81,0.0,1,2,2,0,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,0,6722.0,6624.0,6987.0,8346.25,-4.145833333333333
6589.0,-5.9,0.0,80,0.0,2,2,2,0,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0,6627.0,6465.0,6785.0,8346.375,-4.070833333333334
6801.0,-6.4,0.0,80,0.0,3,2,2,0,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,0,6589.0,6576.0,6845.0,8351.541666666666,-4.008333333333333
7463.0,-6.8,0.0,79,0.0,4,2,2,0,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,6801.0,7222.0,7413.0,8360.916666666666,-3.9625
8472.0,-7.2,0.0,79,0.0,5,2,2,0,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,0,7463.0,8186.0,8036.0,8370.958333333334,-3.933333333333333
9260.0,-7.6,0.0,79,0.0,6,2,2,0,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0,8472.0,9102.0,8844.0,8382.875,-3.933333333333333
9794.0,-8.9,0.0,84,1499.57,7,2,2,0,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0,9260.0,9371.0,9210.0,8389.458333333334,-3.9625
9710.0,-5.8,0.0,76,3600.0,8,2,2,0,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,9794.0,9516.0,9182.0,8407.083333333334,-4.079166666666667
9863.0,0.0,0.0,61,3600.0,9,2,2,0,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,0,9710.0,9565.0,9414.0,8415.166666666666,-4.1
9935.0,4.0,0.0,54,3600.0,10,2,2,0,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0,9863.0,9410.0,9472.0,8427.583333333334,-3.9291666666666667
9694.0,6.0,0.0,51,3600.0,11,2,2,0,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0,9935.0,9516.0,9314.0,8449.458333333334,-3.595833333333333
9531.0,6.8,0.0,51,3600.0,12,2,2,0,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0,9694.0,9327.0,9320.0,8456.875,-3.2374999999999994
9529.0,6.0,0.0,53,3600.0,13,2,2,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0,9531.0,9100.0,9202.0,8465.375,-2.8874999999999997
9540.0,6.5,0.0,55,3600.0,14,2,2,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0,9529.0,8942.0,8994.0,8483.25,-2.5875
9577.0,5.6,0.0,60,3600.0,15,2,2,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0,9540.0,9017.0,8614.0,8508.166666666666,-2.2624999999999997
9902.0,4.3,0.0,66,3600.0,16,2,2,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,9577.0,9309.0,9281.0,8531.5,-1.9416666666666664
9873.0,3.0,0.0,71,0.0,17,2,2,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0,9902.0,9378.0,9032.0,8556.208333333334,-1.6833333333333333
9387.0,1.3,0.0,76,0.0,18,2,2,0,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,0,9873.0,8963.0,8614.0,8576.833333333334,-1.4874999999999998
8807.0,-0.3,0.0,79,0.0,19,2,2,0,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0,9387.0,8308.0,8241.0,8594.5,-1.3499999999999999
8087.0,-1.5,0.0,81,0.0,20,2,2,0,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,8807.0,7707.0,7862.0,8615.291666666666,-1.2708333333333333
7952.0,-2.2,0.0,80,0.0,21,2,2,0,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,0,8087.0,7761.0,7721.0,8631.125,-1.2125
7526.0,-2.8,0.0,79,0.0,22,2,2,0,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,0,7952.0,7269.0,7286.0,8639.083333333334,-1.1583333333333332
6905.0,-3.7,0.0,79,0.0,23,2,2,0,-0.25881904510252157,0.9659258262890681,0.8660254037844386,0.5000000000000001,0,7526.0,6954.0,6433.0,8649.791666666666,-1.1166666666666665
6675.0,-5.0,0.0,79,0.0,0,3,2,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,6905.0,6722.0,6120.0,8647.75,-1.0916666666666666
6502.0,-6.2,0.0,78,0.0,1,3,2,0,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,0,6675.0,6627.0,6083.0,8645.791666666666,-1.0874999999999997
6342.0,-7.0,0.0,76,0.0,2,3,2,0,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0,6502.0,6589.0,5903.0,8640.583333333334,-1.1166666666666665
6366.0,-7.8,0.0,75,0.0,3,3,2,0,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,0,6342.0,6801.0,5992.0,8630.291666666666,-1.1624999999999999
7029.0,-8.3,0.0,73,0.0,4,3,2,0,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,6366.0,7463.0,6576.0,8612.166666666666,-1.2208333333333332
7999.0,-9.0,0.0,72,0.0,5,3,2,0,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,0,7029.0,8472.0,7649.0,8594.083333333334,-1.2833333333333332
8953.0,-9.7,0.0,72,0.0,6,3,2,0,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0,7999.0,9260.0,8351.0,8574.375,-1.3583333333333332
9334.0,-11.7,0.0,81,1812.68,7,3,2,0,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0,8953.0,9794.0,8637.0,8561.583333333334,-1.445833333333333
9550.0,-8.4,0.0,72,3600.0,8,3,2,0,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,9334.0,9710.0,8740.0,8542.416666666666,-1.5625
