DATE_OF_DATA_POINT,LAG_DATA,ACTUAL_VALUE_HORIZON,PREDICTED_VALUE_HORIZON,MAPE_OF_THIS_DATA_POINT
2020-03-04 05:00:00+00:00,"[np.float64(0.7377453397770983), np.float64(0.8272018936778776), np.float64(0.866258999901371), np.float64(0.8776999704112831), np.float64(0.8850971496202782), np.float64(0.8799684387020417), np.float64(0.8640891606667325), np.float64(0.8563960942893776), np.float64(0.844067462274386), np.float64(0.8383469770194298), np.float64(0.8298648781931157), np.float64(0.8405168162540684), np.float64(0.8621165795443337), np.float64(0.8253279416115988), np.float64(0.7653614754906795), np.float64(0.6961238780944865), np.float64(0.6706775816155439), np.float64(0.6267876516421738), np.float64(0.5978893381990333), np.float64(0.5771772364138474), np.float64(0.5625801361080973), np.float64(0.5518295689910246), np.float64(0.566328040240655), np.float64(0.6394121708255252)]","[np.float64(0.751553407633889), np.float64(0.8273991517901174), np.float64(0.8511687543150213), np.float64(0.8384456060755499), np.float64(0.8403195581418286), np.float64(0.8377552026827102), np.float64(0.8288785876319162), np.float64(0.8230594733208403), np.float64(0.8066870500049315), np.float64(0.8030377749284938), np.float64(0.8023473715356544), np.float64(0.8286813295196764), np.float64(0.8618206923759739), np.float64(0.8326264917644737), np.float64(0.7718709931945951), np.float64(0.7076634776605188), np.float64(0.6868527468192129), np.float64(0.6357628957490877), np.float64(0.5994674030969522), np.float64(0.5784594141434065), np.float64(0.57342933228129), np.float64(0.563369168557057), np.float64(0.5826018345004438), np.float64(0.6569681428148733)]","[np.float32(0.7480286), np.float32(0.74727005), np.float32(0.74473816), np.float32(0.7441852), np.float32(0.7444218), np.float32(0.74433863), np.float32(0.74393106), np.float32(0.742903), np.float32(0.7410536), np.float32(0.7399607), np.float32(0.7386087), np.float32(0.7383385), np.float32(0.73827267), np.float32(0.73670435), np.float32(0.73418695), np.float32(0.7313261), np.float32(0.7296661), np.float32(0.72791463), np.float32(0.7267747), np.float32(0.72523814), np.float32(0.7234516), np.float32(0.7214462), np.float32(0.7193891), np.float32(0.7182102)]",12.488748568327766
2020-03-04 06:00:00+00:00,"[np.float64(0.8272018936778776), np.float64(0.866258999901371), np.float64(0.8776999704112831), np.float64(0.8850971496202782), np.float64(0.8799684387020417), np.float64(0.8640891606667325), np.float64(0.8563960942893776), np.float64(0.844067462274386), np.float64(0.8383469770194298), np.float64(0.8298648781931157), np.float64(0.8405168162540684), np.float64(0.8621165795443337), np.float64(0.8253279416115988), np.float64(0.7653614754906795), np.float64(0.6961238780944865), np.float64(0.6706775816155439), np.float64(0.6267876516421738), np.float64(0.5978893381990333), np.float64(0.5771772364138474), np.float64(0.5625801361080973), np.float64(0.5518295689910246), np.float64(0.566328040240655), np.float64(0.6394121708255252), np.float64(0.751553407633889)]","[np.float64(0.8273991517901174), np.float64(0.8511687543150213), np.float64(0.8384456060755499), np.float64(0.8403195581418286), np.float64(0.8377552026827102), np.float64(0.8288785876319162), np.float64(0.8230594733208403), np.float64(0.8066870500049315), np.float64(0.8030377749284938), np.float64(0.8023473715356544), np.float64(0.8286813295196764), np.float64(0.8618206923759739), np.float64(0.8326264917644737), np.float64(0.7718709931945951), np.float64(0.7076634776605188), np.float64(0.6868527468192129), np.float64(0.6357628957490877), np.float64(0.5994674030969522), np.float64(0.5784594141434065), np.float64(0.57342933228129), np.float64(0.563369168557057), np.float64(0.5826018345004438), np.float64(0.6569681428148733), np.float64(0.7668409113324786)]","[np.float32(0.7485368), np.float32(0.7477797), np.float32(0.7452505), np.float32(0.7447061), np.float32(0.74495465), np.float32(0.74488235), np.float32(0.7444855), np.float32(0.7434671), np.float32(0.7416262), np.float32(0.7405465), np.float32(0.739202), np.float32(0.7389428), np.float32(0.7388836), np.float32(0.73731947), np.float32(0.7347977), np.float32(0.73193204), np.float32(0.7302644), np.float32(0.72849506), np.float32(0.7273463), np.float32(0.7257936), np.float32(0.7239909), np.float32(0.721969), np.float32(0.71989775), np.float32(0.7187083)]",12.762060854057763
2020-03-04 07:00:00+00:00,"[np.float64(0.866258999901371), np.float64(0.8776999704112831), np.float64(0.8850971496202782), np.float64(0.8799684387020417), np.float64(0.8640891606667325), np.float64(0.8563960942893776), np.float64(0.844067462274386), np.float64(0.8383469770194298), np.float64(0.8298648781931157), np.float64(0.8405168162540684), np.float64(0.8621165795443337), np.float64(0.8253279416115988), np.float64(0.7653614754906795), np.float64(0.6961238780944865), np.float64(0.6706775816155439), np.float64(0.6267876516421738), np.float64(0.5978893381990333), np.float64(0.5771772364138474), np.float64(0.5625801361080973), np.float64(0.5518295689910246), np.float64(0.566328040240655), np.float64(0.6394121708255252), np.float64(0.751553407633889), np.float64(0.8273991517901174)]","[np.float64(0.8511687543150213), np.float64(0.8384456060755499), np.float64(0.8403195581418286), np.float64(0.8377552026827102), np.float64(0.8288785876319162), np.float64(0.8230594733208403), np.float64(0.8066870500049315), np.float64(0.8030377749284938), np.float64(0.8023473715356544), np.float64(0.8286813295196764), np.float64(0.8618206923759739), np.float64(0.8326264917644737), np.float64(0.7718709931945951), np.float64(0.7076634776605188), np.float64(0.6868527468192129), np.float64(0.6357628957490877), np.float64(0.5994674030969522), np.float64(0.5784594141434065), np.float64(0.57342933228129), np.float64(0.563369168557057), np.float64(0.5826018345004438), np.float64(0.6569681428148733), np.float64(0.7668409113324786), np.float64(0.8322319755399941)]","[np.float32(0.7485441), np.float32(0.747787), np.float32(0.74525785), np.float32(0.74471354), np.float32(0.7449623), np.float32(0.7448901), np.float32(0.74449337), np.float32(0.74347514), np.float32(0.74163437), np.float32(0.74055487), np.float32(0.7392105), np.float32(0.73895144), np.float32(0.7388923), np.float32(0.7373283), np.float32(0.7348065), np.float32(0.73194075), np.float32(0.73027295), np.float32(0.72850335), np.float32(0.72735447), np.float32(0.7258016), np.float32(0.7239986), np.float32(0.7219764), np.float32(0.719905), np.float32(0.7187154)]",12.985396024081119
2020-03-04 08:00:00+00:00,"[np.float64(0.8776999704112831), np.float64(0.8850971496202782), np.float64(0.8799684387020417), np.float64(0.8640891606667325), np.float64(0.8563960942893776), np.float64(0.844067462274386), np.float64(0.8383469770194298), np.float64(0.8298648781931157), np.float64(0.8405168162540684), np.float64(0.8621165795443337), np.float64(0.8253279416115988), np.float64(0.7653614754906795), np.float64(0.6961238780944865), np.float64(0.6706775816155439), np.float64(0.6267876516421738), np.float64(0.5978893381990333), np.float64(0.5771772364138474), np.float64(0.5625801361080973), np.float64(0.5518295689910246), np.float64(0.566328040240655), np.float64(0.6394121708255252), np.float64(0.751553407633889), np.float64(0.8273991517901174), np.float64(0.8511687543150213)]","[np.float64(0.8384456060755499), np.float64(0.8403195581418286), np.float64(0.8377552026827102), np.float64(0.8288785876319162), np.float64(0.8230594733208403), np.float64(0.8066870500049315), np.float64(0.8030377749284938), np.float64(0.8023473715356544), np.float64(0.8286813295196764), np.float64(0.8618206923759739), np.float64(0.8326264917644737), np.float64(0.7718709931945951), np.float64(0.7076634776605188), np.float64(0.6868527468192129), np.float64(0.6357628957490877), np.float64(0.5994674030969522), np.float64(0.5784594141434065), np.float64(0.57342933228129), np.float64(0.563369168557057), np.float64(0.5826018345004438), np.float64(0.6569681428148733), np.float64(0.7668409113324786), np.float64(0.8322319755399941), np.float64(0.8419962520958675)]","[np.float32(0.74798864), np.float32(0.74723), np.float32(0.7446979), np.float32(0.7441443), np.float32(0.74437994), np.float32(0.74429595), np.float32(0.7438875), np.float32(0.74285865), np.float32(0.7410086), np.float32(0.73991466), np.float32(0.738562), np.float32(0.73829097), np.float32(0.7382246), np.float32(0.73665607), np.float32(0.73413897), np.float32(0.73127854), np.float32(0.7296191), np.float32(0.727869), np.float32(0.72672975), np.float32(0.7251945), np.float32(0.7234093), np.float32(0.72140515), np.float32(0.71934915), np.float32(0.71817106)]",13.146654544156716
2020-03-04 09:00:00+00:00,"[np.float64(0.8850971496202782), np.float64(0.8799684387020417), np.float64(0.8640891606667325), np.float64(0.8563960942893776), np.float64(0.844067462274386), np.float64(0.8383469770194298), np.float64(0.8298648781931157), np.float64(0.8405168162540684), np.float64(0.8621165795443337), np.float64(0.8253279416115988), np.float64(0.7653614754906795), np.float64(0.6961238780944865), np.float64(0.6706775816155439), np.float64(0.6267876516421738), np.float64(0.5978893381990333), np.float64(0.5771772364138474), np.float64(0.5625801361080973), np.float64(0.5518295689910246), np.float64(0.566328040240655), np.float64(0.6394121708255252), np.float64(0.751553407633889), np.float64(0.8273991517901174), np.float64(0.8511687543150213), np.float64(0.8384456060755499)]","[np.float64(0.8403195581418286), np.float64(0.8377552026827102), np.float64(0.8288785876319162), np.float64(0.8230594733208403), np.float64(0.8066870500049315), np.float64(0.8030377749284938), np.float64(0.8023473715356544), np.float64(0.8286813295196764), np.float64(0.8618206923759739), np.float64(0.8326264917644737), np.float64(0.7718709931945951), np.float64(0.7076634776605188), np.float64(0.6868527468192129), np.float64(0.6357628957490877), np.float64(0.5994674030969522), np.float64(0.5784594141434065), np.float64(0.57342933228129), np.float64(0.563369168557057), np.float64(0.5826018345004438), np.float64(0.6569681428148733), np.float64(0.7668409113324786), np.float64(0.8322319755399941), np.float64(0.8419962520958675), np.float64(0.8232567314330801)]","[np.float32(0.74654365), np.float32(0.7457812), np.float32(0.74324137), np.float32(0.7426635), np.float32(0.7428651), np.float32(0.7427505), np.float32(0.74231136), np.float32(0.7412549), np.float32(0.7393807), np.float32(0.7382492), np.float32(0.7368752), np.float32(0.73657286), np.float32(0.73648787), np.float32(0.7349075), np.float32(0.7324027), np.float32(0.7295559), np.float32(0.7279183), np.float32(0.72621894), np.float32(0.7251047), np.float32(0.72361535), np.float32(0.7218763), np.float32(0.71991897), np.float32(0.71790326), np.float32(0.71675503)]",13.268887225781684
2020-03-04 10:00:00+00:00,"[np.float64(0.8799684387020417), np.float64(0.8640891606667325), np.float64(0.8563960942893776), np.float64(0.844067462274386), np.float64(0.8383469770194298), np.float64(0.8298648781931157), np.float64(0.8405168162540684), np.float64(0.8621165795443337), np.float64(0.8253279416115988), np.float64(0.7653614754906795), np.float64(0.6961238780944865), np.float64(0.6706775816155439), np.float64(0.6267876516421738), np.float64(0.5978893381990333), np.float64(0.5771772364138474), np.float64(0.5625801361080973), np.float64(0.5518295689910246), np.float64(0.566328040240655), np.float64(0.6394121708255252), np.float64(0.751553407633889), np.float64(0.8273991517901174), np.float64(0.8511687543150213), np.float64(0.8384456060755499), np.float64(0.8403195581418286)]","[np.float64(0.8377552026827102), np.float64(0.8288785876319162), np.float64(0.8230594733208403), np.float64(0.8066870500049315), np.float64(0.8030377749284938), np.float64(0.8023473715356544), np.float64(0.8286813295196764), np.float64(0.8618206923759739), np.float64(0.8326264917644737), np.float64(0.7718709931945951), np.float64(0.7076634776605188), np.float64(0.6868527468192129), np.float64(0.6357628957490877), np.float64(0.5994674030969522), np.float64(0.5784594141434065), np.float64(0.57342933228129), np.float64(0.563369168557057), np.float64(0.5826018345004438), np.float64(0.6569681428148733), np.float64(0.7668409113324786), np.float64(0.8322319755399941), np.float64(0.8419962520958675), np.float64(0.8232567314330801), np.float64(0.816056810336325)]","[np.float32(0.74489534), np.float32(0.74412847), np.float32(0.7415799), np.float32(0.7409744), np.float32(0.74113715), np.float32(0.74098766), np.float32(0.74051344), np.float32(0.73942554), np.float32(0.7375238), np.float32(0.73634946), np.float32(0.734951), np.float32(0.73461306), np.float32(0.73450667), np.float32(0.7329129), np.float32(0.73042214), np.float32(0.72759086), np.float32(0.72597826), np.float32(0.7243367), np.float32(0.723251), np.float32(0.7218139), np.float32(0.72012764), np.float32(0.7182237), np.float32(0.71625394), np.float32(0.71513975)]",13.334114158388747
2020-03-04 11:00:00+00:00,"[np.float64(0.8640891606667325), np.float64(0.8563960942893776), np.float64(0.844067462274386), np.float64(0.8383469770194298), np.float64(0.8298648781931157), np.float64(0.8405168162540684), np.float64(0.8621165795443337), np.float64(0.8253279416115988), np.float64(0.7653614754906795), np.float64(0.6961238780944865), np.float64(0.6706775816155439), np.float64(0.6267876516421738), np.float64(0.5978893381990333), np.float64(0.5771772364138474), np.float64(0.5625801361080973), np.float64(0.5518295689910246), np.float64(0.566328040240655), np.float64(0.6394121708255252), np.float64(0.751553407633889), np.float64(0.8273991517901174), np.float64(0.8511687543150213), np.float64(0.8384456060755499), np.float64(0.8403195581418286), np.float64(0.8377552026827102)]","[np.float64(0.8288785876319162), np.float64(0.8230594733208403), np.float64(0.8066870500049315), np.float64(0.8030377749284938), np.float64(0.8023473715356544), np.float64(0.8286813295196764), np.float64(0.8618206923759739), np.float64(0.8326264917644737), np.float64(0.7718709931945951), np.float64(0.7076634776605188), np.float64(0.6868527468192129), np.float64(0.6357628957490877), np.float64(0.5994674030969522), np.float64(0.5784594141434065), np.float64(0.57342933228129), np.float64(0.563369168557057), np.float64(0.5826018345004438), np.float64(0.6569681428148733), np.float64(0.7668409113324786), np.float64(0.8322319755399941), np.float64(0.8419962520958675), np.float64(0.8232567314330801), np.float64(0.816056810336325), np.float64(0.8165499556169247)]","[np.float32(0.7433414), np.float32(0.74257046), np.float32(0.7400136), np.float32(0.739382), np.float32(0.73950815), np.float32(0.73932576), np.float32(0.73881847), np.float32(0.73770094), np.float32(0.7357732), np.float32(0.7345585), np.float32(0.73313713), np.float32(0.7327655), np.float32(0.73263896), np.float32(0.7310325), np.float32(0.728555), np.float32(0.7257384), np.float32(0.7241493), np.float32(0.72256225), np.float32(0.7215035), np.float32(0.7201158), np.float32(0.71847916), np.float32(0.7166256), np.float32(0.7146991), np.float32(0.71361697)]",13.409525531387692
2020-03-04 12:00:00+00:00,"[np.float64(0.8563960942893776), np.float64(0.844067462274386), np.float64(0.8383469770194298), np.float64(0.8298648781931157), np.float64(0.8405168162540684), np.float64(0.8621165795443337), np.float64(0.8253279416115988), np.float64(0.7653614754906795), np.float64(0.6961238780944865), np.float64(0.6706775816155439), np.float64(0.6267876516421738), np.float64(0.5978893381990333), np.float64(0.5771772364138474), np.float64(0.5625801361080973), np.float64(0.5518295689910246), np.float64(0.566328040240655), np.float64(0.6394121708255252), np.float64(0.751553407633889), np.float64(0.8273991517901174), np.float64(0.8511687543150213), np.float64(0.8384456060755499), np.float64(0.8403195581418286), np.float64(0.8377552026827102), np.float64(0.8288785876319162)]","[np.float64(0.8230594733208403), np.float64(0.8066870500049315), np.float64(0.8030377749284938), np.float64(0.8023473715356544), np.float64(0.8286813295196764), np.float64(0.8618206923759739), np.float64(0.8326264917644737), np.float64(0.7718709931945951), np.float64(0.7076634776605188), np.float64(0.6868527468192129), np.float64(0.6357628957490877), np.float64(0.5994674030969522), np.float64(0.5784594141434065), np.float64(0.57342933228129), np.float64(0.563369168557057), np.float64(0.5826018345004438), np.float64(0.6569681428148733), np.float64(0.7668409113324786), np.float64(0.8322319755399941), np.float64(0.8419962520958675), np.float64(0.8232567314330801), np.float64(0.816056810336325), np.float64(0.8165499556169247), np.float64(0.7971200315612978)]","[np.float32(0.7420452), np.float32(0.7412709), np.float32(0.73870707), np.float32(0.7380538), np.float32(0.73814934), np.float32(0.7379395), np.float32(0.7374047), np.float32(0.73626244), np.float32(0.7343129), np.float32(0.73306453), np.float32(0.731624), np.float32(0.7312244), np.float32(0.73108107), np.float32(0.72946405), np.float32(0.72699755), np.float32(0.7241932), np.float32(0.72262365), np.float32(0.7210821), np.float32(0.7200458), np.float32(0.7186992), np.float32(0.7171041), np.float32(0.71529245), np.float32(0.71340215), np.float32(0.7123468)]",13.43385669283709
2020-03-04 13:00:00+00:00,"[np.float64(0.844067462274386), np.float64(0.8383469770194298), np.float64(0.8298648781931157), np.float64(0.8405168162540684), np.float64(0.8621165795443337), np.float64(0.8253279416115988), np.float64(0.7653614754906795), np.float64(0.6961238780944865), np.float64(0.6706775816155439), np.float64(0.6267876516421738), np.float64(0.5978893381990333), np.float64(0.5771772364138474), np.float64(0.5625801361080973), np.float64(0.5518295689910246), np.float64(0.566328040240655), np.float64(0.6394121708255252), np.float64(0.751553407633889), np.float64(0.8273991517901174), np.float64(0.8511687543150213), np.float64(0.8384456060755499), np.float64(0.8403195581418286), np.float64(0.8377552026827102), np.float64(0.8288785876319162), np.float64(0.8230594733208403)]","[np.float64(0.8066870500049315), np.float64(0.8030377749284938), np.float64(0.8023473715356544), np.float64(0.8286813295196764), np.float64(0.8618206923759739), np.float64(0.8326264917644737), np.float64(0.7718709931945951), np.float64(0.7076634776605188), np.float64(0.6868527468192129), np.float64(0.6357628957490877), np.float64(0.5994674030969522), np.float64(0.5784594141434065), np.float64(0.57342933228129), np.float64(0.563369168557057), np.float64(0.5826018345004438), np.float64(0.6569681428148733), np.float64(0.7668409113324786), np.float64(0.8322319755399941), np.float64(0.8419962520958675), np.float64(0.8232567314330801), np.float64(0.816056810336325), np.float64(0.8165499556169247), np.float64(0.7971200315612978), np.float64(0.7958378538317388)]","[np.float32(0.74081814), np.float32(0.7400405), np.float32(0.7374701), np.float32(0.7367962), np.float32(0.7368629), np.float32(0.736627), np.float32(0.7360661), np.float32(0.7349005), np.float32(0.73293054), np.float32(0.73165023), np.float32(0.73019147), np.float32(0.7297653), np.float32(0.7296061), np.float32(0.7279791), np.float32(0.7255231), np.float32(0.7227303), np.float32(0.7211793), np.float32(0.71968085), np.float32(0.7186658), np.float32(0.7173581), np.float32(0.7158022), np.float32(0.7140304), np.float32(0.71217424), np.float32(0.7111443)]",13.482472932800219
2020-03-04 14:00:00+00:00,"[np.float64(0.8383469770194298), np.float64(0.8298648781931157), np.float64(0.8405168162540684), np.float64(0.8621165795443337), np.float64(0.8253279416115988), np.float64(0.7653614754906795), np.float64(0.6961238780944865), np.float64(0.6706775816155439), np.float64(0.6267876516421738), np.float64(0.5978893381990333), np.float64(0.5771772364138474), np.float64(0.5625801361080973), np.float64(0.5518295689910246), np.float64(0.566328040240655), np.float64(0.6394121708255252), np.float64(0.751553407633889), np.float64(0.8273991517901174), np.float64(0.8511687543150213), np.float64(0.8384456060755499), np.float64(0.8403195581418286), np.float64(0.8377552026827102), np.float64(0.8288785876319162), np.float64(0.8230594733208403), np.float64(0.8066870500049315)]","[np.float64(0.8030377749284938), np.float64(0.8023473715356544), np.float64(0.8286813295196764), np.float64(0.8618206923759739), np.float64(0.8326264917644737), np.float64(0.7718709931945951), np.float64(0.7076634776605188), np.float64(0.6868527468192129), np.float64(0.6357628957490877), np.float64(0.5994674030969522), np.float64(0.5784594141434065), np.float64(0.57342933228129), np.float64(0.563369168557057), np.float64(0.5826018345004438), np.float64(0.6569681428148733), np.float64(0.7668409113324786), np.float64(0.8322319755399941), np.float64(0.8419962520958675), np.float64(0.8232567314330801), np.float64(0.816056810336325), np.float64(0.8165499556169247), np.float64(0.7971200315612978), np.float64(0.7958378538317388), np.float64(0.7864680935003452)]","[np.float32(0.7394421), np.float32(0.7386608), np.float32(0.73608303), np.float32(0.7353861), np.float32(0.73542035), np.float32(0.73515534), np.float32(0.73456526), np.float32(0.7333733), np.float32(0.7313803), np.float32(0.7300643), np.float32(0.7285851), np.float32(0.7281292), np.float32(0.7279522), np.float32(0.72631395), np.float32(0.7238697), np.float32(0.72108984), np.float32(0.71955967), np.float32(0.7181095), np.float32(0.71711826), np.float32(0.7158543), np.float32(0.7143424), np.float32(0.71261513), np.float32(0.71079737), np.float32(0.70979583)]",13.56127989798454
