DATE_OF_DATA_POINT,LAG_DATA,ACTUAL_VALUE_HORIZON,PREDICTED_VALUE_HORIZON,MAPE_OF_THIS_DATA_POINT,DENORM_ACTUAL_VALUE_HORIZON,DENORM_PREDICTED_VALUE_HORIZON,DENORM_MAPE_OF_THIS_DATA_POINT
2020-03-04 16:00:00+00:00,"[np.float64(0.8405168162540684), np.float64(0.4113475177304964), np.float64(0.0), np.float64(0.7441860465116279), np.float64(0.0), np.float64(0.8621165795443337), np.float64(0.39893617021276595), np.float64(0.0), np.float64(0.8372093023255813), np.float64(0.0), np.float64(0.8253279416115988), np.float64(0.39539007092198575), np.float64(0.0), np.float64(0.8023255813953487), np.float64(0.0), np.float64(0.7653614754906795), np.float64(0.39007092198581556), np.float64(0.0), np.float64(0.8139534883720929), np.float64(0.0), np.float64(0.6961238780944865), np.float64(0.39007092198581556), np.float64(0.0), np.float64(0.8139534883720929), np.float64(0.0), np.float64(0.6706775816155439), np.float64(0.3865248226950354), np.float64(0.0), np.float64(0.8023255813953487), np.float64(0.0), np.float64(0.6267876516421738), np.float64(0.3812056737588652), np.float64(0.0), np.float64(0.8023255813953487), np.float64(0.0), np.float64(0.5978893381990333), np.float64(0.36879432624113473), np.float64(0.0), np.float64(0.8372093023255813), np.float64(0.0), np.float64(0.5771772364138474), np.float64(0.37765957446808507), np.float64(0.0), np.float64(0.8372093023255813), np.float64(0.0), np.float64(0.5625801361080973), np.float64(0.3705673758865248), np.float64(0.0), np.float64(0.8604651162790697), np.float64(0.0), np.float64(0.5518295689910246), np.float64(0.33510638297872336), np.float64(0.0), np.float64(0.8837209302325582), np.float64(0.0), np.float64(0.566328040240655), np.float64(0.3457446808510638), np.float64(0.0), np.float64(0.8604651162790697), np.float64(0.0), np.float64(0.6394121708255252), np.float64(0.35460992907801414), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.751553407633889), np.float64(0.3439716312056737), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.8273991517901174), np.float64(0.33687943262411346), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.8511687543150213), np.float64(0.36170212765957444), np.float64(0.0), np.float64(0.8255813953488371), np.float64(0.4136472222222223), np.float64(0.8384456060755499), np.float64(0.37765957446808507), np.float64(0.0), np.float64(0.7441860465116279), np.float64(0.9850166666666667), np.float64(0.8403195581418286), np.float64(0.40248226950354604), np.float64(0.0), np.float64(0.6395348837209303), np.float64(1.0), np.float64(0.8377552026827102), np.float64(0.4202127659574468), np.float64(0.0), np.float64(0.5581395348837208), np.float64(1.0), np.float64(0.8288785876319162), np.float64(0.42730496453900707), np.float64(0.0), np.float64(0.5465116279069768), np.float64(1.0), np.float64(0.8230594733208403), np.float64(0.4308510638297872), np.float64(0.0), np.float64(0.5348837209302326), np.float64(1.0), np.float64(0.8066870500049315), np.float64(0.4308510638297872), np.float64(0.0), np.float64(0.5116279069767442), np.float64(1.0), np.float64(0.8030377749284938), np.float64(0.4361702127659574), np.float64(0.0), np.float64(0.48837209302325585), np.float64(1.0), np.float64(0.8023473715356544), np.float64(0.4290780141843971), np.float64(0.0), np.float64(0.5116279069767442), np.float64(1.0)]","[0.8286813295196764, 0.8618206923759739, 0.8326264917644737, 0.7718709931945951, 0.7076634776605188, 0.6868527468192129, 0.6357628957490877, 0.5994674030969522, 0.5784594141434065, 0.57342933228129, 0.563369168557057, 0.5826018345004438]","[0.84572065, 0.8473718, 0.81248856, 0.74518836, 0.6947216, 0.6522558, 0.61565644, 0.5828249, 0.5677926, 0.55723166, 0.55049485, 0.5860833]",2.4970320348273094,"[9066.0, 9402.0, 9106.0, 8490.0, 7839.000000000002, 7628.000000000001, 7110.000000000002, 6742.0, 6528.999999999999, 6478.0, 6376.000000000002, 6571.0]","[9238.761670349999, 9255.5026802, 8901.821509840001, 8219.46478204, 7707.782302400002, 7277.221556200001, 6906.1406451600005, 6573.261661099999, 6420.849171400001, 6313.771800740001, 6245.4672841500005, 6606.2985787]",2.275922395375784
2020-03-04 17:00:00+00:00,"[np.float64(0.8621165795443337), np.float64(0.39893617021276595), np.float64(0.0), np.float64(0.8372093023255813), np.float64(0.0), np.float64(0.8253279416115988), np.float64(0.39539007092198575), np.float64(0.0), np.float64(0.8023255813953487), np.float64(0.0), np.float64(0.7653614754906795), np.float64(0.39007092198581556), np.float64(0.0), np.float64(0.8139534883720929), np.float64(0.0), np.float64(0.6961238780944865), np.float64(0.39007092198581556), np.float64(0.0), np.float64(0.8139534883720929), np.float64(0.0), np.float64(0.6706775816155439), np.float64(0.3865248226950354), np.float64(0.0), np.float64(0.8023255813953487), np.float64(0.0), np.float64(0.6267876516421738), np.float64(0.3812056737588652), np.float64(0.0), np.float64(0.8023255813953487), np.float64(0.0), np.float64(0.5978893381990333), np.float64(0.36879432624113473), np.float64(0.0), np.float64(0.8372093023255813), np.float64(0.0), np.float64(0.5771772364138474), np.float64(0.37765957446808507), np.float64(0.0), np.float64(0.8372093023255813), np.float64(0.0), np.float64(0.5625801361080973), np.float64(0.3705673758865248), np.float64(0.0), np.float64(0.8604651162790697), np.float64(0.0), np.float64(0.5518295689910246), np.float64(0.33510638297872336), np.float64(0.0), np.float64(0.8837209302325582), np.float64(0.0), np.float64(0.566328040240655), np.float64(0.3457446808510638), np.float64(0.0), np.float64(0.8604651162790697), np.float64(0.0), np.float64(0.6394121708255252), np.float64(0.35460992907801414), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.751553407633889), np.float64(0.3439716312056737), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.8273991517901174), np.float64(0.33687943262411346), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.8511687543150213), np.float64(0.36170212765957444), np.float64(0.0), np.float64(0.8255813953488371), np.float64(0.4136472222222223), np.float64(0.8384456060755499), np.float64(0.37765957446808507), np.float64(0.0), np.float64(0.7441860465116279), np.float64(0.9850166666666667), np.float64(0.8403195581418286), np.float64(0.40248226950354604), np.float64(0.0), np.float64(0.6395348837209303), np.float64(1.0), np.float64(0.8377552026827102), np.float64(0.4202127659574468), np.float64(0.0), np.float64(0.5581395348837208), np.float64(1.0), np.float64(0.8288785876319162), np.float64(0.42730496453900707), np.float64(0.0), np.float64(0.5465116279069768), np.float64(1.0), np.float64(0.8230594733208403), np.float64(0.4308510638297872), np.float64(0.0), np.float64(0.5348837209302326), np.float64(1.0), np.float64(0.8066870500049315), np.float64(0.4308510638297872), np.float64(0.0), np.float64(0.5116279069767442), np.float64(1.0), np.float64(0.8030377749284938), np.float64(0.4361702127659574), np.float64(0.0), np.float64(0.48837209302325585), np.float64(1.0), np.float64(0.8023473715356544), np.float64(0.4290780141843971), np.float64(0.0), np.float64(0.5116279069767442), np.float64(1.0), np.float64(0.8286813295196764), np.float64(0.400709219858156), np.float64(0.0), np.float64(0.6162790697674418), np.float64(1.0)]","[0.8618206923759739, 0.8326264917644737, 0.7718709931945951, 0.7076634776605188, 0.6868527468192129, 0.6357628957490877, 0.5994674030969522, 0.5784594141434065, 0.57342933228129, 0.563369168557057, 0.5826018345004438, 0.6569681428148733]","[0.8516259, 0.81819624, 0.75726354, 0.6955563, 0.6540686, 0.611907, 0.58323264, 0.564823, 0.5581856, 0.5525164, 0.58045614, 0.66550136]",2.1968581306133927,"[9402.0, 9106.0, 8490.0, 7839.000000000002, 7628.000000000001, 7110.000000000002, 6742.0, 6528.999999999999, 6478.0, 6376.000000000002, 6571.0, 7325.000000000001]","[9298.635000100001, 8959.69167736, 8341.89503206, 7716.245325700002, 7295.601535400001, 6868.125073000001, 6577.395736959999, 6390.740397, 6323.4437984, 6265.963779600001, 6549.24480346, 7411.51828904]",1.9965835114661212
2020-03-04 18:00:00+00:00,"[np.float64(0.8253279416115988), np.float64(0.39539007092198575), np.float64(0.0), np.float64(0.8023255813953487), np.float64(0.0), np.float64(0.7653614754906795), np.float64(0.39007092198581556), np.float64(0.0), np.float64(0.8139534883720929), np.float64(0.0), np.float64(0.6961238780944865), np.float64(0.39007092198581556), np.float64(0.0), np.float64(0.8139534883720929), np.float64(0.0), np.float64(0.6706775816155439), np.float64(0.3865248226950354), np.float64(0.0), np.float64(0.8023255813953487), np.float64(0.0), np.float64(0.6267876516421738), np.float64(0.3812056737588652), np.float64(0.0), np.float64(0.8023255813953487), np.float64(0.0), np.float64(0.5978893381990333), np.float64(0.36879432624113473), np.float64(0.0), np.float64(0.8372093023255813), np.float64(0.0), np.float64(0.5771772364138474), np.float64(0.37765957446808507), np.float64(0.0), np.float64(0.8372093023255813), np.float64(0.0), np.float64(0.5625801361080973), np.float64(0.3705673758865248), np.float64(0.0), np.float64(0.8604651162790697), np.float64(0.0), np.float64(0.5518295689910246), np.float64(0.33510638297872336), np.float64(0.0), np.float64(0.8837209302325582), np.float64(0.0), np.float64(0.566328040240655), np.float64(0.3457446808510638), np.float64(0.0), np.float64(0.8604651162790697), np.float64(0.0), np.float64(0.6394121708255252), np.float64(0.35460992907801414), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.751553407633889), np.float64(0.3439716312056737), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.8273991517901174), np.float64(0.33687943262411346), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.8511687543150213), np.float64(0.36170212765957444), np.float64(0.0), np.float64(0.8255813953488371), np.float64(0.4136472222222223), np.float64(0.8384456060755499), np.float64(0.37765957446808507), np.float64(0.0), np.float64(0.7441860465116279), np.float64(0.9850166666666667), np.float64(0.8403195581418286), np.float64(0.40248226950354604), np.float64(0.0), np.float64(0.6395348837209303), np.float64(1.0), np.float64(0.8377552026827102), np.float64(0.4202127659574468), np.float64(0.0), np.float64(0.5581395348837208), np.float64(1.0), np.float64(0.8288785876319162), np.float64(0.42730496453900707), np.float64(0.0), np.float64(0.5465116279069768), np.float64(1.0), np.float64(0.8230594733208403), np.float64(0.4308510638297872), np.float64(0.0), np.float64(0.5348837209302326), np.float64(1.0), np.float64(0.8066870500049315), np.float64(0.4308510638297872), np.float64(0.0), np.float64(0.5116279069767442), np.float64(1.0), np.float64(0.8030377749284938), np.float64(0.4361702127659574), np.float64(0.0), np.float64(0.48837209302325585), np.float64(1.0), np.float64(0.8023473715356544), np.float64(0.4290780141843971), np.float64(0.0), np.float64(0.5116279069767442), np.float64(1.0), np.float64(0.8286813295196764), np.float64(0.400709219858156), np.float64(0.0), np.float64(0.6162790697674418), np.float64(1.0), np.float64(0.8618206923759739), np.float64(0.3705673758865248), np.float64(0.0), np.float64(0.6627906976744187), np.float64(0.8243138888888889)]","[0.8326264917644737, 0.7718709931945951, 0.7076634776605188, 0.6868527468192129, 0.6357628957490877, 0.5994674030969522, 0.5784594141434065, 0.57342933228129, 0.563369168557057, 0.5826018345004438, 0.6569681428148733, 0.7668409113324786]","[0.81734806, 0.7681291, 0.7114582, 0.66100895, 0.61759686, 0.5796273, 0.56510717, 0.5528855, 0.5537892, 0.58031756, 0.66531855, 0.76935875]",1.864036082888869,"[9106.0, 8490.0, 7839.000000000002, 7628.000000000001, 7110.000000000002, 6742.0, 6528.999999999999, 6478.0, 6376.000000000002, 6571.0, 7325.000000000001, 8439.000000000002]","[8951.091980340001, 8452.0609449, 7877.474689800001, 7365.969744050001, 6925.81456354, 6540.8411946999995, 6393.62159663, 6269.7060845, 6278.868698800001, 6547.83974084, 7409.664778449999, 8464.52836625]",1.6892683478795225
2020-03-04 19:00:00+00:00,"[np.float64(0.7653614754906795), np.float64(0.39007092198581556), np.float64(0.0), np.float64(0.8139534883720929), np.float64(0.0), np.float64(0.6961238780944865), np.float64(0.39007092198581556), np.float64(0.0), np.float64(0.8139534883720929), np.float64(0.0), np.float64(0.6706775816155439), np.float64(0.3865248226950354), np.float64(0.0), np.float64(0.8023255813953487), np.float64(0.0), np.float64(0.6267876516421738), np.float64(0.3812056737588652), np.float64(0.0), np.float64(0.8023255813953487), np.float64(0.0), np.float64(0.5978893381990333), np.float64(0.36879432624113473), np.float64(0.0), np.float64(0.8372093023255813), np.float64(0.0), np.float64(0.5771772364138474), np.float64(0.37765957446808507), np.float64(0.0), np.float64(0.8372093023255813), np.float64(0.0), np.float64(0.5625801361080973), np.float64(0.3705673758865248), np.float64(0.0), np.float64(0.8604651162790697), np.float64(0.0), np.float64(0.5518295689910246), np.float64(0.33510638297872336), np.float64(0.0), np.float64(0.8837209302325582), np.float64(0.0), np.float64(0.566328040240655), np.float64(0.3457446808510638), np.float64(0.0), np.float64(0.8604651162790697), np.float64(0.0), np.float64(0.6394121708255252), np.float64(0.35460992907801414), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.751553407633889), np.float64(0.3439716312056737), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.8273991517901174), np.float64(0.33687943262411346), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.8511687543150213), np.float64(0.36170212765957444), np.float64(0.0), np.float64(0.8255813953488371), np.float64(0.4136472222222223), np.float64(0.8384456060755499), np.float64(0.37765957446808507), np.float64(0.0), np.float64(0.7441860465116279), np.float64(0.9850166666666667), np.float64(0.8403195581418286), np.float64(0.40248226950354604), np.float64(0.0), np.float64(0.6395348837209303), np.float64(1.0), np.float64(0.8377552026827102), np.float64(0.4202127659574468), np.float64(0.0), np.float64(0.5581395348837208), np.float64(1.0), np.float64(0.8288785876319162), np.float64(0.42730496453900707), np.float64(0.0), np.float64(0.5465116279069768), np.float64(1.0), np.float64(0.8230594733208403), np.float64(0.4308510638297872), np.float64(0.0), np.float64(0.5348837209302326), np.float64(1.0), np.float64(0.8066870500049315), np.float64(0.4308510638297872), np.float64(0.0), np.float64(0.5116279069767442), np.float64(1.0), np.float64(0.8030377749284938), np.float64(0.4361702127659574), np.float64(0.0), np.float64(0.48837209302325585), np.float64(1.0), np.float64(0.8023473715356544), np.float64(0.4290780141843971), np.float64(0.0), np.float64(0.5116279069767442), np.float64(1.0), np.float64(0.8286813295196764), np.float64(0.400709219858156), np.float64(0.0), np.float64(0.6162790697674418), np.float64(1.0), np.float64(0.8618206923759739), np.float64(0.3705673758865248), np.float64(0.0), np.float64(0.6627906976744187), np.float64(0.8243138888888889), np.float64(0.8326264917644737), np.float64(0.3244680851063829), np.float64(0.0), np.float64(0.7209302325581395), np.float64(0.0)]","[0.7718709931945951, 0.7076634776605188, 0.6868527468192129, 0.6357628957490877, 0.5994674030969522, 0.5784594141434065, 0.57342933228129, 0.563369168557057, 0.5826018345004438, 0.6569681428148733, 0.7668409113324786, 0.8322319755399941]","[0.7643094, 0.7201241, 0.6715462, 0.6230833, 0.5889537, 0.56757617, 0.5557648, 0.5444503, 0.5759247, 0.660663, 0.77262354, 0.84065473]",1.7093289528095053,"[8490.0, 7839.000000000002, 7628.000000000001, 7110.000000000002, 6742.0, 6528.999999999999, 6478.0, 6376.000000000002, 6571.0, 7325.000000000001, 8439.000000000002, 9102.0]","[8413.3330066, 7965.338249900002, 7472.8069218, 6981.441578700001, 6635.401564300001, 6418.65478763, 6298.8993072, 6184.181591700001, 6503.300533299999, 7362.462157000001, 8497.63007206, 9187.39830747]",1.548035219698496
2020-03-04 20:00:00+00:00,"[np.float64(0.6961238780944865), np.float64(0.39007092198581556), np.float64(0.0), np.float64(0.8139534883720929), np.float64(0.0), np.float64(0.6706775816155439), np.float64(0.3865248226950354), np.float64(0.0), np.float64(0.8023255813953487), np.float64(0.0), np.float64(0.6267876516421738), np.float64(0.3812056737588652), np.float64(0.0), np.float64(0.8023255813953487), np.float64(0.0), np.float64(0.5978893381990333), np.float64(0.36879432624113473), np.float64(0.0), np.float64(0.8372093023255813), np.float64(0.0), np.float64(0.5771772364138474), np.float64(0.37765957446808507), np.float64(0.0), np.float64(0.8372093023255813), np.float64(0.0), np.float64(0.5625801361080973), np.float64(0.3705673758865248), np.float64(0.0), np.float64(0.8604651162790697), np.float64(0.0), np.float64(0.5518295689910246), np.float64(0.33510638297872336), np.float64(0.0), np.float64(0.8837209302325582), np.float64(0.0), np.float64(0.566328040240655), np.float64(0.3457446808510638), np.float64(0.0), np.float64(0.8604651162790697), np.float64(0.0), np.float64(0.6394121708255252), np.float64(0.35460992907801414), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.751553407633889), np.float64(0.3439716312056737), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.8273991517901174), np.float64(0.33687943262411346), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.8511687543150213), np.float64(0.36170212765957444), np.float64(0.0), np.float64(0.8255813953488371), np.float64(0.4136472222222223), np.float64(0.8384456060755499), np.float64(0.37765957446808507), np.float64(0.0), np.float64(0.7441860465116279), np.float64(0.9850166666666667), np.float64(0.8403195581418286), np.float64(0.40248226950354604), np.float64(0.0), np.float64(0.6395348837209303), np.float64(1.0), np.float64(0.8377552026827102), np.float64(0.4202127659574468), np.float64(0.0), np.float64(0.5581395348837208), np.float64(1.0), np.float64(0.8288785876319162), np.float64(0.42730496453900707), np.float64(0.0), np.float64(0.5465116279069768), np.float64(1.0), np.float64(0.8230594733208403), np.float64(0.4308510638297872), np.float64(0.0), np.float64(0.5348837209302326), np.float64(1.0), np.float64(0.8066870500049315), np.float64(0.4308510638297872), np.float64(0.0), np.float64(0.5116279069767442), np.float64(1.0), np.float64(0.8030377749284938), np.float64(0.4361702127659574), np.float64(0.0), np.float64(0.48837209302325585), np.float64(1.0), np.float64(0.8023473715356544), np.float64(0.4290780141843971), np.float64(0.0), np.float64(0.5116279069767442), np.float64(1.0), np.float64(0.8286813295196764), np.float64(0.400709219858156), np.float64(0.0), np.float64(0.6162790697674418), np.float64(1.0), np.float64(0.8618206923759739), np.float64(0.3705673758865248), np.float64(0.0), np.float64(0.6627906976744187), np.float64(0.8243138888888889), np.float64(0.8326264917644737), np.float64(0.3244680851063829), np.float64(0.0), np.float64(0.7209302325581395), np.float64(0.0), np.float64(0.7718709931945951), np.float64(0.3226950354609929), np.float64(0.0), np.float64(0.7209302325581395), np.float64(0.0)]","[0.7076634776605188, 0.6868527468192129, 0.6357628957490877, 0.5994674030969522, 0.5784594141434065, 0.57342933228129, 0.563369168557057, 0.5826018345004438, 0.6569681428148733, 0.7668409113324786, 0.8322319755399941, 0.8419962520958675]","[0.738719, 0.69879854, 0.64723194, 0.60534847, 0.58381295, 0.5660262, 0.55404425, 0.57568586, 0.6655401, 0.77521014, 0.84716916, 0.86223185]",1.7138150418403113,"[7839.000000000002, 7628.000000000001, 7110.000000000002, 6742.0, 6528.999999999999, 6478.0, 6376.000000000002, 6571.0, 7325.000000000001, 8439.000000000002, 9102.0, 9201.000000000002]","[8153.871941, 7749.11839706, 7226.284639660001, 6801.628137330001, 6583.279500050001, 6402.9396418000015, 6281.454650750001, 6500.87893454, 7411.9110739, 8523.85560946, 9253.448113240001, 9406.16872715]",1.5625226384204063
2020-03-04 21:00:00+00:00,"[np.float64(0.6706775816155439), np.float64(0.3865248226950354), np.float64(0.0), np.float64(0.8023255813953487), np.float64(0.0), np.float64(0.6267876516421738), np.float64(0.3812056737588652), np.float64(0.0), np.float64(0.8023255813953487), np.float64(0.0), np.float64(0.5978893381990333), np.float64(0.36879432624113473), np.float64(0.0), np.float64(0.8372093023255813), np.float64(0.0), np.float64(0.5771772364138474), np.float64(0.37765957446808507), np.float64(0.0), np.float64(0.8372093023255813), np.float64(0.0), np.float64(0.5625801361080973), np.float64(0.3705673758865248), np.float64(0.0), np.float64(0.8604651162790697), np.float64(0.0), np.float64(0.5518295689910246), np.float64(0.33510638297872336), np.float64(0.0), np.float64(0.8837209302325582), np.float64(0.0), np.float64(0.566328040240655), np.float64(0.3457446808510638), np.float64(0.0), np.float64(0.8604651162790697), np.float64(0.0), np.float64(0.6394121708255252), np.float64(0.35460992907801414), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.751553407633889), np.float64(0.3439716312056737), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.8273991517901174), np.float64(0.33687943262411346), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.8511687543150213), np.float64(0.36170212765957444), np.float64(0.0), np.float64(0.8255813953488371), np.float64(0.4136472222222223), np.float64(0.8384456060755499), np.float64(0.37765957446808507), np.float64(0.0), np.float64(0.7441860465116279), np.float64(0.9850166666666667), np.float64(0.8403195581418286), np.float64(0.40248226950354604), np.float64(0.0), np.float64(0.6395348837209303), np.float64(1.0), np.float64(0.8377552026827102), np.float64(0.4202127659574468), np.float64(0.0), np.float64(0.5581395348837208), np.float64(1.0), np.float64(0.8288785876319162), np.float64(0.42730496453900707), np.float64(0.0), np.float64(0.5465116279069768), np.float64(1.0), np.float64(0.8230594733208403), np.float64(0.4308510638297872), np.float64(0.0), np.float64(0.5348837209302326), np.float64(1.0), np.float64(0.8066870500049315), np.float64(0.4308510638297872), np.float64(0.0), np.float64(0.5116279069767442), np.float64(1.0), np.float64(0.8030377749284938), np.float64(0.4361702127659574), np.float64(0.0), np.float64(0.48837209302325585), np.float64(1.0), np.float64(0.8023473715356544), np.float64(0.4290780141843971), np.float64(0.0), np.float64(0.5116279069767442), np.float64(1.0), np.float64(0.8286813295196764), np.float64(0.400709219858156), np.float64(0.0), np.float64(0.6162790697674418), np.float64(1.0), np.float64(0.8618206923759739), np.float64(0.3705673758865248), np.float64(0.0), np.float64(0.6627906976744187), np.float64(0.8243138888888889), np.float64(0.8326264917644737), np.float64(0.3244680851063829), np.float64(0.0), np.float64(0.7209302325581395), np.float64(0.0), np.float64(0.7718709931945951), np.float64(0.3226950354609929), np.float64(0.0), np.float64(0.7209302325581395), np.float64(0.0), np.float64(0.7076634776605188), np.float64(0.3226950354609929), np.float64(0.0), np.float64(0.7325581395348837), np.float64(0.0)]","[0.6868527468192129, 0.6357628957490877, 0.5994674030969522, 0.5784594141434065, 0.57342933228129, 0.563369168557057, 0.5826018345004438, 0.6569681428148733, 0.7668409113324786, 0.8322319755399941, 0.8419962520958675, 0.8232567314330801]","[0.69061875, 0.64709985, 0.6098826, 0.59103847, 0.5732197, 0.55622965, 0.5780567, 0.6545926, 0.7653383, 0.83925194, 0.8559033, 0.8479271]",1.19807423776144,"[7628.000000000001, 7110.000000000002, 6742.0, 6528.999999999999, 6478.0, 6376.000000000002, 6571.0, 7325.000000000001, 8439.000000000002, 9102.0, 9201.000000000002, 9011.0]","[7666.1835062499995, 7224.945379150001, 6847.5996814, 6656.53904733, 6475.8745383, 6303.61242135, 6524.9168813, 7300.9143714, 8423.765023700002, 9173.175419660001, 9342.003558700002, 9261.1328669]",1.092171593725517
2020-03-04 22:00:00+00:00,"[np.float64(0.6267876516421738), np.float64(0.3812056737588652), np.float64(0.0), np.float64(0.8023255813953487), np.float64(0.0), np.float64(0.5978893381990333), np.float64(0.36879432624113473), np.float64(0.0), np.float64(0.8372093023255813), np.float64(0.0), np.float64(0.5771772364138474), np.float64(0.37765957446808507), np.float64(0.0), np.float64(0.8372093023255813), np.float64(0.0), np.float64(0.5625801361080973), np.float64(0.3705673758865248), np.float64(0.0), np.float64(0.8604651162790697), np.float64(0.0), np.float64(0.5518295689910246), np.float64(0.33510638297872336), np.float64(0.0), np.float64(0.8837209302325582), np.float64(0.0), np.float64(0.566328040240655), np.float64(0.3457446808510638), np.float64(0.0), np.float64(0.8604651162790697), np.float64(0.0), np.float64(0.6394121708255252), np.float64(0.35460992907801414), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.751553407633889), np.float64(0.3439716312056737), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.8273991517901174), np.float64(0.33687943262411346), np.float64(0.0), np.float64(0.872093023255814), np.float64(0.0), np.float64(0.8511687543150213), np.float64(0.36170212765957444), np.float64(0.0), np.float64(0.8255813953488371), np.float64(0.4136472222222223), np.float64(0.8384456060755499), np.float64(0.37765957446808507), np.float64(0.0), np.float64(0.7441860465116279), np.float64(0.9850166666666667), np.float64(0.8403195581418286), np.float64(0.40248226950354604), np.float64(0.0), np.float64(0.6395348837209303), np.float64(1.0), np.float64(0.8377552026827102), np.float64(0.4202127659574468), np.float64(0.0), np.float64(0.5581395348837208), np.float64(1.0), np.float64(0.8288785876319162), np.float64(0.42730496453900707), np.float64(0.0), np.float64(0.5465116279069768), np.float64(1.0), np.float64(0.8230594733208403), np.float64(0.4308510638297872), np.float64(0.0), np.float64(0.5348837209302326), np.float64(1.0), np.float64(0.8066870500049315), np.float64(0.4308510638297872), np.float64(0.0), np.float64(0.5116279069767442), np.float64(1.0), np.float64(0.8030377749284938), np.float64(0.4361702127659574), np.float64(0.0), np.float64(0.48837209302325585), np.float64(1.0), np.float64(0.8023473715356544), np.float64(0.4290780141843971), np.float64(0.0), np.float64(0.5116279069767442), np.float64(1.0), np.float64(0.8286813295196764), np.float64(0.400709219858156), np.float64(0.0), np.float64(0.6162790697674418), np.float64(1.0), np.float64(0.8618206923759739), np.float64(0.3705673758865248), np.float64(0.0), np.float64(0.6627906976744187), np.float64(0.8243138888888889), np.float64(0.8326264917644737), np.float64(0.3244680851063829), np.float64(0.0), np.float64(0.7209302325581395), np.float64(0.0), np.float64(0.7718709931945951), np.float64(0.3226950354609929), np.float64(0.0), np.float64(0.7209302325581395), np.float64(0.0), np.float64(0.7076634776605188), np.float64(0.3226950354609929), np.float64(0.0), np.float64(0.7325581395348837), np.float64(0.0), np.float64(0.6868527468192129), np.float64(0.301418439716312), np.float64(0.0), np.float64(0.7906976744186047), np.float64(0.0)]","[0.6357628957490877, 0.5994674030969522, 0.5784594141434065, 0.57342933228129, 0.563369168557057, 0.5826018345004438, 0.6569681428148733, 0.7668409113324786, 0.8322319755399941, 0.8419962520958675, 0.8232567314330801, 0.816056810336325]","[0.64520836, 0.6122923, 0.59085476, 0.5770196, 0.5609889, 0.5804922, 0.6671677, 0.7763345, 0.8523066, 0.87013745, 0.8621398, 0.85638475]",2.115697688467161,"[7110.000000000002, 6742.0, 6528.999999999999, 6478.0, 6376.000000000002, 6571.0, 7325.000000000001, 8439.000000000002, 9102.0, 9201.000000000002, 9011.0, 8938.0]","[7205.767562040001, 6872.031629700001, 6654.676411640001, 6514.4017244, 6351.8664571, 6549.6104158, 7428.413310300001, 8535.2554955, 9305.536617400001, 9486.32360555, 9405.235432200001, 9346.88498025]",1.9421470109883991
